Topic,Count,Name,Representation,Representative_Docs
80,58,80_trafficking_prompt_accurately_entry,"['trafficking', 'prompt', 'accurately', 'entry', 'xxxx', 'history', 'exhausting', 'meaningful', 'take', 'represent']","['entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible']"
81,57,81_resolution_unfair_cash_app,"['resolution', 'unfair', 'cash', 'app', 'unprotected', 'efta', 'effective', 'measure', 'inadequate', 'inconvenience']","['file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
82,57,82_avoid_accordingly_inquire_future,"['avoid', 'accordingly', 'inquire', 'future', 'duty', 'litigation', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
83,57,83_transactions_uncorrected_facta_inaccuracy,"['transactions', 'uncorrected', 'facta', 'inaccuracy', 'govern', 'datum', 'specific', 'consent', 'creditworthiness', 'require']","['dispute inaccuracy credit report request immediate removal specific account item inaccuracy include unauthorized negative entry incorrect address hard inquiry report consent action violate fair credit reporting act fcra fair accurate credit transactions act facta particularly require consumer reporting agency block delete information report write consent fail ensure maximum possible accuracy require b reporting unauthorized datum breach govern permissible purpose obtain report consumer datum inaccuracy cause harm creditworthiness despite provide documentation error remain uncorrected', 'dispute inaccuracy credit report request immediate removal specific account item inaccuracy include unauthorized negative entry incorrect address hard inquiry report consent action violate fair credit reporting act fcra fair accurate credit transactions act facta particularly require consumer reporting agency block delete information report write consent fail ensure maximum possible accuracy require b reporting unauthorized datum breach govern permissible purpose obtain report consumer datum inaccuracy cause harm creditworthiness despite provide documentation error remain uncorrected', 'dispute inaccuracy credit report request immediate removal specific account item inaccuracy include unauthorized negative entry incorrect address hard inquiry report consent action violate fair credit reporting act fcra fair accurate credit transactions act facta particularly require consumer reporting agency block delete information report write consent fail ensure maximum possible accuracy require b reporting unauthorized datum breach govern permissible purpose obtain report consumer datum inaccuracy cause harm creditworthiness despite provide documentation error remain uncorrected']"
84,56,84_unverified_mental_overwhelming_toll,"['unverified', 'mental', 'overwhelming', 'toll', 'undue', 'significantly', 'urge', 'meaningful', 'emotional', 'constitute']","['entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law', 'entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law', 'entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law']"
85,55,85_experian_evidence_amend_fulfill,"['experian', 'evidence', 'amend', 'fulfill', 'systemic', 'outcome', 'unreliable', 'inaction', 'forward', 'accept']","['experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer']"
86,55,86_accuracy_unverifiable_modify_reports,"['accuracy', 'unverifiable', 'modify', 'reports', 'related', 'find', 'enter', 'ensure', 'statute', 'engage']","['recently conduct review credit report find item cause significant distress item appear unverifiable inaccurate questionable agency fail ensure accuracy information require code b accuracy reports statute mandate consumer reporting agency follow reasonable procedure ensure maximum possible accuracy information report furthermore code treatment inaccurate unverifiable information require promptly delete modify information find inaccurate incomplete unverifiable reinvestigation unable provide verifiable proof accuracy dispute item day investigation account related information remove credit report additionally fair debt collection practices act fdcpa not recognize alleged creditor debt collector never enter valid contract entity nor engage transaction account fraudulent inaccurate information', 'recently conduct review credit report find item cause significant distress item appear unverifiable inaccurate questionable agency fail ensure accuracy information require code b accuracy reports statute mandate consumer reporting agency follow reasonable procedure ensure maximum possible accuracy information report furthermore code treatment inaccurate unverifiable information require promptly delete modify information find inaccurate incomplete unverifiable reinvestigation unable provide verifiable proof accuracy dispute item xxxx day investigation account related information remove credit report additionally fair debt collection practices act fdcpa not recognize alleged creditor debt collector never enter valid contract entity nor engage transaction account fraudulent inaccurate information', 'recently conduct review credit report find item cause significant distress item appear unverifiable inaccurate questionable agency fail ensure accuracy information require code b accuracy reports statute mandate consumer reporting agency follow reasonable procedure ensure maximum possible accuracy information report furthermore code treatment inaccurate unverifiable information require promptly delete modify information find inaccurate incomplete unverifiable reinvestigation unable provide verifiable proof accuracy dispute item xxxx day investigation account related information remove credit report additionally fair debt collection practices act fdcpa not recognize alleged creditor debt collector never enter valid contract entity nor engage transaction account fraudulent inaccurate information']"
87,55,87_delete_word_item_pursuant,"['delete', 'word', 'item', 'pursuant', 'enclose', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
88,54,88_data_deletion_unambiguously_assumed,"['data', 'deletion', 'unambiguously', 'assumed', 'retained', 'certainly', 'common', 'provable', 'estimate', 'piece']","['demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct', 'demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct', 'demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct']"
89,54,89_implore_delete_strongly_affirm,"['implore', 'delete', 'strongly', 'affirm', 'suspect', 'word', 'item', 'enclose', 'pursuant', 'commission']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
90,54,90_opening_removal_request_authorize,"['opening', 'removal', 'request', 'authorize', 'receipt', 'never', 'confirmation', 'keep', 'attention', 'statement']","['request removal inaccurate account credit report never authorize opening', 'request removal inaccurate account credit report never authorize opening', 'request removal inaccurate account credit report never authorize opening']"
91,54,91_section_relate_equitable_result,"['section', 'relate', 'equitable', 'result', 'define', 'construction', 'definition', 'exclusion', 'liable', 'fall']","['pull copy consumer report notice item like dispute suffer emotional distress result matter result demand matter resolve fair equitable manner not account relate transaction experience fall exclusion section fcra definition rule construction section report write consent result identity theft define federal trade commission account shall delete account not relate transaction authorize consumer not write instruction agency report violation permissible purpose section fcra hold agency liable damage civil liability section willful non compliance delete item consumer report', 'pull copy consumer report notice item like dispute suffer emotional distress result matter result demand matter resolve fair equitable manner not account relate transaction experience fall exclusion section fcra definition rule construction section report write consent result identity theft define federal trade commission account shall delete account not relate transaction authorize consumer not write instruction agency report violation permissible purpose section fcra hold agency liable damage civil liability section willful non compliance delete item consumer report', 'pull copy consumer report notice item like dispute suffer emotional distress result matter result demand matter resolve fair equitable manner not account relate transaction experience fall exclusion section fcra definition rule construction section report write consent result identity theft define federal trade commission account shall delete account not relate transaction authorize consumer not write instruction agency report violation permissible purpose section fcra hold agency liable damage xxxx civil liability section willful non compliance delete item consumer report']"
92,53,92_monitor_unfamiliar_shock_browser,"['monitor', 'unfamiliar', 'shock', 'browser', 'refresh', 'happen', 'understand', 'today', 'persist', 'completely']","['shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen', 'shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen', 'shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen']"
93,52,93_presence_achieve_family_appropriately,"['presence', 'achieve', 'family', 'appropriately', 'wet', 'organization', 'blocking', 'home', 'purchase', 'inclusion']","['account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family', 'account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family', 'account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family']"
94,52,94_up_little_manner_submission,"['up', 'little', 'manner', 'submission', 'currently', 'certain', 'verifiable', 'meet', 'step', 'presence']","['write dispute certain negative entry currently list credit report despite multiple request submission necessary support document inaccuracy not properly address repeat follow up meet little no action continued presence error cause significant financial emotional stress fair credit reporting act fcra legal right accurate verifiable credit report request immediate thorough step investigate correct item failure resolve timely manner constitute violation right federal law', 'write dispute certain negative entry currently list credit report despite multiple request submission necessary support document inaccuracy not properly address repeat follow up meet little no action continued presence error cause significant financial emotional stress fair credit reporting act fcra legal right accurate verifiable credit report request immediate thorough step investigate correct item failure resolve timely manner constitute violation right federal law', 'write dispute certain negative entry currently list credit report despite multiple request submission necessary support document inaccuracy not properly address repeat follow up meet little no action continued presence error cause significant financial emotional stress fair credit reporting act fcra legal right accurate verifiable credit report request immediate thorough step investigate correct item failure resolve timely manner constitute violation right federal law']"
95,52,95_creditor_grieve_stunned_query,"['creditor', 'grieve', 'stunned', 'query', 'pertinent', 'transparent', 'blatantly', 'comprehensive', 'material', 'kind']","['find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file']"
96,52,96_payment_history_accurately_timely,"['payment', 'history', 'accurately', 'timely', 'depict', 'consistently', 'update', 'unreasonable', 'late', 'erroneous']","['strongly request immediate removal late payment account not accurately depict payment history consistently timely payment unacceptable erroneous entry list kindly update account promptly', 'strongly request immediate removal late payment account not accurately depict payment history consistently timely payment unacceptable erroneous entry list kindly update account promptly', 'strongly request immediate removal late payment account not accurately depict payment history consistently timely payment unacceptable erroneous entry list kindly update account promptly']"
97,52,97_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'fdcpa']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
98,51,98_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
99,51,99_equifax_experian_evidence_amend,"['equifax', 'experian', 'evidence', 'amend', 'fulfill', 'systemic', 'outcome', 'unreliable', 'neither', 'inaction']","['experian equifax fail fulfill legal obligation fair credit r act fcra conduct reasonable reinvestigation disputed information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian equifax allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian equifax neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian equifax inaction violate federal law right consumer', 'experian equifax fail fulfill legal obligation fair credit r act fcra conduct reasonable reinvestigation disputed information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian equifax allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian equifax neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian equifax inaction violate federal law right consumer', 'experian equifax fail fulfill legal obligation fair credit r act fcra conduct reasonable reinvestigation disputed information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian equifax allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian equifax neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian equifax inaction violate federal law right consumer']"
100,51,100_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
